,OBJECTID,collection_method,created_date,created_user,difficulty,difficulty_max,difficulty_min,difficulty_outlier,last_edited_date,last_edited_user,name,name_common,name_river,name_section,nav_link_aw,notes,reach_id,side_of_river,type,SHAPE
97,98,,,,II-III,III,II,,,,,,"Illinois Bayou, N. Fork",Victor Road (CR1000)  to Granny Gap Road (FS1818) (15.6 miles),http://www.americanwhitewater.org/content/River/detail/id/98/,,98,,putin,"{'x': -93.00559999999996, 'y': 35.65070000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
98,99,,,,II-III,III,II,,,,,,Lee Creek,1) Devils Den State Park to Hwy 220 (8.6 miles),http://www.americanwhitewater.org/content/River/detail/id/99/,,99,,putin,"{'x': -94.25309999999996, 'y': 35.77940000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
99,100,,,,II-III+(IV),III+,II,IV,,,,,Little Missouri,1) Albert Pike Campgound to Highway 84 Bridge (8.5 miles),http://www.americanwhitewater.org/content/River/detail/id/100/,,100,,putin,"{'x': -93.87765036599995, 'y': 34.37413083300004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
100,101,,,,II,II,,,,,,,Little Missouri,2) Hwy 84 Bridge to US Hwy 70 Bridge (11.5 miles),http://www.americanwhitewater.org/content/River/detail/id/101/,,101,,putin,"{'x': -93.89978644199994, 'y': 34.31120522900005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
101,102,,,,II-III,III,II,,,,,,"Little Red, Middle Fork",Lydalusk to Shirley (10.2 miles),http://www.americanwhitewater.org/content/River/detail/id/102/,,102,,putin,"{'x': -92.33369999999996, 'y': 35.74160000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
102,103,,,,II+,II+,,,,,,,Mulberry,1) Wolf Pen Recreation Area to Redding Campground (12 miles),http://www.americanwhitewater.org/content/River/detail/id/103/,,103,,putin,"{'x': -93.63339999999994, 'y': 35.67410000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
103,104,,,,III-IV+,IV+,III,,,,,Upper,Richland Creek,1) Moore to Richland Creek Campground (6.2 miles),http://www.americanwhitewater.org/content/River/detail/id/104/,,104,,putin,"{'x': -92.98829999999998, 'y': 35.77410000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
104,105,,,,V+,V+,,,,,,,"Merced, S. Fork",1) Wawona to Main Merced,http://www.americanwhitewater.org/content/River/detail/id/105/,,105,,putin,"{'x': -119.65999999999997, 'y': 37.53800000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
105,106,,,,I-II,II,I,,,,,,Spring,Mammoth Spring to Hardy (15 miles),http://www.americanwhitewater.org/content/River/detail/id/106/,,106,,putin,"{'x': -91.52829999999994, 'y': 36.46610000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
106,107,,,,II-III,III,II,,,,,Upper,Saline (Howard County),1) Shady Lake to Hwy 84 (4.5 miles),http://www.americanwhitewater.org/content/River/detail/id/107/,,107,,putin,"{'x': -94.02751579499994, 'y': 34.35771040800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
107,108,,,,V,V,,,,,,Upper - Dugald Bremner Run,"American, Silver Fork",Fitz Rantz Bridge to Girard Creek,http://www.americanwhitewater.org/content/River/detail/id/108/,,108,,putin,"{'x': -120.20105343899996, 'y': 38.69460421400004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
108,109,,,,II-III,III,II,,,,,,Bill Williams,Alamo Dam to US-95,http://www.americanwhitewater.org/content/River/detail/id/109/,,109,,putin,"{'x': -113.60099999999994, 'y': 34.23190000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
109,110,,,,IV-V,V,IV,,,,,,"Black, E. Fork",2) Below Wildcat Point,http://www.americanwhitewater.org/content/River/detail/id/110/,,110,,putin,"{'x': -109.47480601699999, 'y': 33.69506331200006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
110,111,,,,I,I,,,,,,,"Black, E. Fork","1) Diamond Rock 6.0 mi to Buffalo Xing, 12 mi to Wildcat Point",http://www.americanwhitewater.org/content/River/detail/id/111/,,111,,putin,"{'x': -109.29999999999995, 'y': 33.81820000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
111,112,,,,II+,II+,,,,,,,Blue,Blue Crossing to Forest Service Road 475,http://www.americanwhitewater.org/content/River/detail/id/112/,,112,,putin,"{'x': -109.21294329999995, 'y': 33.49656236900006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
112,113,,,,I-IV+,IV+,I,,,,,,Chevelon Creek,Woods Canyon Lake to Little Colorado River,http://www.americanwhitewater.org/content/River/detail/id/113/,,113,,putin,"{'x': -110.93499999999995, 'y': 34.333300000000065, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
113,114,,,,III-IV,IV,III,,,,,The Grand Canyon,Colorado,18. Lees Ferry to Lake Mead ,http://www.americanwhitewater.org/content/River/detail/id/114/,,114,,putin,"{'x': -111.58599999999996, 'y': 36.86570000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
114,115,,,,II-IV,IV,II,,,,,,Eagle Creek,Forest Service Road 217: Four Drag Ranch to Double Circle Ranch,http://www.americanwhitewater.org/content/River/detail/id/115/,,115,,putin,"{'x': -109.47979481899995, 'y': 33.47784057600006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
115,116,,,,III-V+,V+,III,,,,,,East Verde,US Route 87 to Verde River confluence,http://www.americanwhitewater.org/content/River/detail/id/116/,,116,,putin,"{'x': -111.35699999999997, 'y': 34.30060000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
116,117,,,,I,I,,,,,,,Gila,"1 - Virden (NM) 30 miles to US Route 666, 23 miiles to Bonita Creek",http://www.americanwhitewater.org/content/River/detail/id/117/,,117,,putin,"{'x': -108.99402173599998, 'y': 32.67707908400007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
117,118,,,,I,I,,,,,,,Gila,2 - Kelvin to Ashurst-Hayden Dam,http://www.americanwhitewater.org/content/River/detail/id/118/,,118,,putin,"{'x': -110.97341299199996, 'y': 33.10227819900007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
118,119,,,,II-III,III,II,,,,,,Little Colorado,1 - Below Grand Falls to above Black Falls,http://www.americanwhitewater.org/content/River/detail/id/119/,,119,,putin,"{'x': -111.19999999999999, 'y': 35.427500000000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
119,120,,,,I-IV,IV,I,,,,,,Little Colorado,2 - Cameron to Colorado River,http://www.americanwhitewater.org/content/River/detail/id/120/,,120,,putin,"{'x': -111.40999999999997, 'y': 35.87640000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
120,121,,,,III-IV,IV,III,,,,,,Oak Creek,"Pump Sta. above Sedona 27 mi. to Cornville, 8 mi. to Verde River",http://www.americanwhitewater.org/content/River/detail/id/121/,,121,,putin,"{'x': -111.76399999999995, 'y': 34.85750000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
121,122,,,,III-IV,IV,III,,,,,,Salt,2.5 - Gleason Flats 19 mi. to Horseshoe Bend,http://www.americanwhitewater.org/content/River/detail/id/122/,,122,,putin,"{'x': -110.68499999999995, 'y': 33.77000000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
122,123,,,,II-IV,IV,II,,,,,,Salt,2 - US 60 to Hwy 288 above Roosevelt Reservoir,http://www.americanwhitewater.org/content/River/detail/id/123/,,123,,putin,"{'x': -110.49899999999997, 'y': 33.79580000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
123,124,,,,I,I,,,,,,,Salt,5 - Stewart Mountain Dam to Granite Reef Dam,http://www.americanwhitewater.org/content/River/detail/id/124/,,124,,putin,"{'x': -111.54199999999997, 'y': 33.55630000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
124,125,,,,I,I,,,,,,,San Francisco,"Alma (NM) 30 mi to Clifton, 10 mi to Gila River",http://www.americanwhitewater.org/content/River/detail/id/125/,,125,,putin,"{'x': -108.90692220799997, 'y': 33.37709401500007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
125,126,,,,IV(V),IV,,V,,,,canyon section,Tonto Creek,The Box  (SH 260 to Roosevelt Lake),http://www.americanwhitewater.org/content/River/detail/id/126/,,126,,putin,"{'x': -111.30299999999994, 'y': 33.999700000000075, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
126,127,,,,I,I,,,,,,,Verde,1) Perkinsville to Clarkdale,http://www.americanwhitewater.org/content/River/detail/id/127/,,127,,putin,"{'x': -112.20399999999995, 'y': 34.894600000000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
127,128,,,,I,I,,,,,,,Verde,2) Clarkdale to Camp Verde,http://www.americanwhitewater.org/content/River/detail/id/128/,,128,,putin,"{'x': -112.03899999999999, 'y': 34.76670000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
128,129,,,,I,I,,,,,,,Verde,3) Camp Verde to Beasley Flat,http://www.americanwhitewater.org/content/River/detail/id/129/,,129,,putin,"{'x': -111.85599999999994, 'y': 34.57230000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
129,130,,,,II-IV,IV,II,,,,,the Verde daily,Verde,4) Beasley Flat to Gap Creek,http://www.americanwhitewater.org/content/River/detail/id/130/,,130,,putin,"{'x': -111.79989872499999, 'y': 34.47967676800005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
130,131,,,,I-III,III,I,,,,,,Verde,5) Childs to Horseshoe Reservoir,http://www.americanwhitewater.org/content/River/detail/id/131/,,131,,putin,"{'x': -111.69988811999997, 'y': 34.34970425100005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
131,132,,,,I-II,II,I,,,,,,Verde,6) Horseshoe Reservoir to Bartlett Reservoir,http://www.americanwhitewater.org/content/River/detail/id/132/,,132,,putin,"{'x': -111.70799999999997, 'y': 33.982200000000034, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
132,133,,,,I-II,II,I,,,,,,Verde,7) Bartlett Reservoir to confluence with Salt River,http://www.americanwhitewater.org/content/River/detail/id/133/,,133,,putin,"{'x': -111.63100132799997, 'y': 33.81812386200005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
133,134,,,,II,II,,,,,,,Musconetcong,Bloomsbury to Delaware River,http://www.americanwhitewater.org/content/River/detail/id/134/,,134,,putin,"{'x': -75.08017608299997, 'y': 40.658897911000054, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
134,135,,,,I,I,,,,,,,Wet Beaver Creek,FR 618 to Camp Verde Bridge,http://www.americanwhitewater.org/content/River/detail/id/135/,,135,,putin,"{'x': -111.70869820399997, 'y': 34.67225401300004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
135,136,,,,II-IV(V+),IV,II,V+,,,,,"American, Middle Fork",1) Tunnel Run: Oxbow Bend (Ralston Afterbay) to Drivers Flat Road,http://www.americanwhitewater.org/content/River/detail/id/136/,,136,,putin,"{'x': -120.74699999999996, 'y': 39.006500000000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
136,137,,,,IV-V,V,IV,,,,,,"American, N. Fork",1. Generation Gap: Tadpole Creek to Euchre Bar,http://www.americanwhitewater.org/content/River/detail/id/137/,,137,,putin,"{'x': -120.56699999999995, 'y': 39.21470000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
137,138,,,,IV-V,V,IV,,,,,,"American, N. Fork",2. Giant Gap: Euchre Bar to Colfax-Iowa Hill Road,http://www.americanwhitewater.org/content/River/detail/id/138/,,138,,putin,"{'x': -120.74993163099998, 'y': 39.18454036800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
138,139,,,,IV,IV,,,,,,,"American, N. Fork",3. Chamberlain Falls: Colfax-Iowa Hill Road to Yankee Jims Road,http://www.americanwhitewater.org/content/River/detail/id/139/,,139,,putin,"{'x': -120.92499999999995, 'y': 39.09940000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
139,140,,,,II-III,III,II,,,,,,"American, N. Fork",4. Shirtail Run: Yankee Jims Road Bridge to Ponderosa Way Bridge,http://www.americanwhitewater.org/content/River/detail/id/140/,,140,,putin,"{'x': -120.90199999999999, 'y': 39.03980000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
140,141,,,,II(III),II,,III,,,,,"American, N. Fork",5. Confluence with Middle Fork to Folsom Lake,http://www.americanwhitewater.org/content/River/detail/id/141/,,141,,putin,"{'x': -121.03685980799997, 'y': 38.91477903200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
141,142,,,,IV-V,V,IV,,,,,,"American, Middle Fork (N. Fork of)",Last Chance Trail to confluence with Middle Fork,http://www.americanwhitewater.org/content/River/detail/id/142/,,142,,putin,"{'x': -120.65499999999997, 'y': 39.10140000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
142,143,,,,IV-V,V,IV,,,,,Lover's Leap,"American, S. Fork",1. Strawberry to Kyburz,http://www.americanwhitewater.org/content/River/detail/id/143/,,143,,putin,"{'x': -120.14221477299998, 'y': 38.79673625100003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
143,144,,,,III-V,V,III,,,,,,"American, S. Fork",2. Kyburz to Riverton (Route 50 bridge),http://www.americanwhitewater.org/content/River/detail/id/144/,,144,,putin,"{'x': -120.29251914099996, 'y': 38.77274197200006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
144,145,,,,III-IV,IV,III,,,,,,"American, S. Fork",3. Riverton (Route 50 bridge) to Peavine Ridge Road,http://www.americanwhitewater.org/content/River/detail/id/145/,,145,,putin,"{'x': -120.44699999999995, 'y': 38.77030000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
145,146,,,,IV-V(V+),V,IV,V+,,,,,"American, S. Fork",4. Golden Gate (Peavine Ridge Road to Forebay Road),http://www.americanwhitewater.org/content/River/detail/id/146/,,146,,putin,"{'x': -120.49702289099997, 'y': 38.76834462000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
146,147,,,,IV-V,V,IV,,,,,Slab Creek,"American, S. Fork",5. Slab Creek Dam to White Rock Powerhouse,http://www.americanwhitewater.org/content/River/detail/id/147/,,147,,putin,"{'x': -120.70214408599998, 'y': 38.77220327800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
147,148,,,,III+,III+,,,,,,,"American, S. Fork",6. Chili Bar (Route 193 to Coloma),http://www.americanwhitewater.org/content/River/detail/id/148/,,148,,putin,"{'x': -120.82299999999998, 'y': 38.76610000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
148,149,,,,III-IV,IV,III,,,,,,Antelope Creek,Hogsback Road to Cone Grove Road,http://www.americanwhitewater.org/content/River/detail/id/149/,,149,,putin,"{'x': -121.87799999999999, 'y': 40.23130000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
149,150,,,,V,V,,,,,,,Arroyo Hondo,Kincaid Road to Calaveras Reservoir,http://www.americanwhitewater.org/content/River/detail/id/150/,,150,,putin,"{'x': -121.67199999999997, 'y': 37.36960000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
150,151,,,,III,III,,,,,,,Arroyo Seco,2) Arroyo Seco Picnic Area to Route G16 bridge,http://www.americanwhitewater.org/content/River/detail/id/151/,,151,,putin,"{'x': -121.47699999999998, 'y': 36.237700000000075, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
151,152,,,,IV,IV,,,,,,,Arroyo Valle,Mt. Hamilton to Del Valle Reservoir,http://www.americanwhitewater.org/content/River/detail/id/152/,,152,,putin,"{'x': -121.57099999999997, 'y': 37.35890000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
152,153,,,,II-V,V,II,,,,,,Bear,Highway 174 Bridge to Lake Combie,http://www.americanwhitewater.org/content/River/detail/id/153/,,153,,putin,"{'x': -120.95804772299999, 'y': 39.131411806000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
153,154,,,,V,V,,,,,,,Big Creek,The Middle Gorge Section,http://www.americanwhitewater.org/content/River/detail/id/154/,,154,,putin,"{'x': -119.66666097699999, 'y': 37.51621035000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
154,155,,,,III-V,V,III,,,,,,Big Creek (Kings River Trib),1) Bridge on Forest Service Route 7 to Trimmer Springs Road,http://www.americanwhitewater.org/content/River/detail/id/155/,,155,,putin,"{'x': -119.23199999999997, 'y': 36.96620000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
155,156,,,,III-IV,IV,III,,,,,,Big Creek (Kings River Trib),2) Trimmer Springs Road to Kings River (Pine Flat Lake),http://www.americanwhitewater.org/content/River/detail/id/156/,,156,,putin,"{'x': -119.24412098299996, 'y': 36.90761596400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
156,157,,,,II-III,III,II,,,,,,"Rocky, N. Br. of the W. Br.",Nichols Rd. to Granger Rd.,http://www.americanwhitewater.org/content/River/detail/id/157/,,157,,putin,"{'x': -81.79515274199997, 'y': 41.18219295200004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
157,158,,,,II(III),II,,III,,,,Wilderness Run,Cache Creek,1) Hwy 20 to the Bear Creek Confluence,http://www.americanwhitewater.org/content/River/detail/id/158/,,158,,putin,"{'x': -122.53999999999996, 'y': 38.98760000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
158,159,,,,III-IV,IV,III,,,,,,Canyon Creek (Trinity trib),Bridge 8.5 miles upstream of Junction City to Junction City,http://www.americanwhitewater.org/content/River/detail/id/159/,,159,,putin,"{'x': -123.05610706499999, 'y': 40.78609344700004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
159,160,,,,II-III(IV),III,II,IV,,,,,Carmel,Los Padres Reservoir to Carmel Valley,http://www.americanwhitewater.org/content/River/detail/id/160/,,160,,putin,"{'x': -121.66799999999995, 'y': 36.38830000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
160,161,,,,III,III,,,,,,,"Carson, E. Fork",1. Wolf Creek Road to Hangman's Bridge,http://www.americanwhitewater.org/content/River/detail/id/161/,,161,,putin,"{'x': -119.71385624799996, 'y': 38.61966394500007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
161,162,,,,II+(III),II+,,III,,,,Markleeville to Gardnerville,"Carson, E. Fork",Hangman's Bridge to Hwy 395,http://www.americanwhitewater.org/content/River/detail/id/162/,,162,,putin,"{'x': -119.76559391899997, 'y': 38.69006838000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
162,163,,,,III-IV,IV,III,,,,,,Chowchilla,Road 810 at Bailey Flats on E. Fork Chowchilla to Road 800,http://www.americanwhitewater.org/content/River/detail/id/163/,,163,,putin,"{'x': -119.82, 'y': 37.33680000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
163,164,,,,V,V,,,,,,,Clavey,1) Upper Bridge to Lower Bridge,http://www.americanwhitewater.org/content/River/detail/id/164/,,164,,putin,"{'x': -120.05199999999996, 'y': 37.985700000000065, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
164,165,,,,V+,V+,,,,,,Lower Clavey,Clavey,"2) Lower Bridge to Ward's Ferry, Tuolumne River",http://www.americanwhitewater.org/content/River/detail/id/165/,,165,,putin,"{'x': -120.07099999999997, 'y': 37.89960000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
165,166,,,,IV-V,V,IV,,,,,,Clear Creek (Klamath tributary),Wilderness Bridge to Klamath River,http://www.americanwhitewater.org/content/River/detail/id/166/,,166,,putin,"{'x': -123.61011774599996, 'y': 41.74337126100005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
166,167,,,,IV-V,V,IV,,,,,Upper,Coarsegold Creek,Highway 41 at town of Coarsegold to Spinelli Rd. (Road 416),http://www.americanwhitewater.org/content/River/detail/id/167/,,167,,putin,"{'x': -119.70006826599996, 'y': 37.26136289300007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
167,168,,,,III-IV,IV,III,,,,,,Coffee Creek,Coffee Creek Road to Trinity River,http://www.americanwhitewater.org/content/River/detail/id/168/,,168,,putin,"{'x': -122.83515379299996, 'y': 41.12051456300003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
168,169,,,,II-V,V,II,,,,,,Cosumnes,Highway 49 to Highway 16,http://www.americanwhitewater.org/content/River/detail/id/169/,,169,,putin,"{'x': -120.84799999999996, 'y': 38.55070000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
169,170,,,,IV-V+,V+,IV,,,,,,"Cosumnes, Middle Fork",Outingdale to Highway 49 (last 2 mi. on Main Cosumnes),http://www.americanwhitewater.org/content/River/detail/id/170/,,170,,putin,"{'x': -120.73428142699998, 'y': 38.61562130300007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
